"","Geo_COUNTY","Geo_FIPS","Geo_TRACT","med_inc","numDD","numSB","sbper1000","per1000"
"1",5,"25005600100",600100,79722,0,0,0,0
"2",5,"25005600202",600202,70571,0,0,0,0
"3",5,"25005600203",600203,121607,0,1,0.184535892231039,0
"4",5,"25005600204",600204,114769,1,0,0,0.250062515628907
"5",5,"25005610100",610100,72042,1,0,0,0.18491124260355
"6",5,"25005610202",610202,126840,2,0,0,0.355492356914326
"7",5,"25005610203",610203,103542,1,0,0,0.148809523809524
"8",5,"25005610204",610204,101118,0,0,0,0
"9",5,"25005611101",611101,89934,0,0,0,0
"10",5,"25005611102",611102,90703,0,0,0,0
"11",5,"25005611201",611201,82361,1,0,0,0.32488628979857
"12",5,"25005611202",611202,70308,2,0,0,0.304785126485828
"13",5,"25005612100",612100,94340,4,1,0.226757369614512,0.90702947845805
"14",5,"25005612200",612200,75967,2,0,0,0.219611288020204
"15",5,"25005613100",613100,49067,1,0,0,0.150330727600722
"16",5,"25005613300",613300,77441,1,0,0,0.133564845732603
"17",5,"25005613400",613400,71116,2,0,0,0.549450549450549
"18",5,"25005613600",613600,36619,1,0,0,0.244678248103744
"19",5,"25005613700",613700,42487,1,0,0,0.255623721881391
"20",5,"25005613800",613800,29688,3,0,0,0.640888698995941
"21",5,"25005613901",613901,40424,0,0,0,0
"22",5,"25005613902",613902,63603,0,0,0,0
"23",5,"25005614000",614000,31969,1,0,0,0.223763705526964
"24",5,"25005614101",614101,58618,2,1,0.148389968838107,0.296779937676213
"25",5,"25005614102",614102,85152,2,0,0,0.285551113649343
"26",5,"25005615100",615100,85326,1,0,0,0.13941168269901
"27",5,"25005616100",616100,84423,1,0,0,0.154035736290819
"28",5,"25005617101",617101,87596,2,0,0,0.4
"29",5,"25005617102",617102,87962,2,0,0,0.505433409148345
"30",5,"25005630101",630101,60380,1,0,0,0.364298724954463
"31",5,"25005630102",630102,54133,0,0,0,0
"32",5,"25005630200",630200,113658,0,0,0,0
"33",5,"25005630300",630300,84757,0,0,0,0
"34",5,"25005630400",630400,72250,2,1,0.20165355918532,0.403307118370639
"35",5,"25005631100",631100,61855,4,0,0,0.472869133467313
"36",5,"25005631200",631200,75587,1,0,0,0.141462724572075
"37",5,"25005631300",631300,71007,1,0,0,0.18037518037518
"38",5,"25005631400",631400,32396,0,0,0,0
"39",5,"25005631500",631500,56402,1,0,0,0.40453074433657
"40",5,"25005631600",631600,47882,1,0,0,0.241021932995903
"41",5,"25005631700",631700,78488,1,0,0,0.156568028808517
"42",5,"25005631800",631800,63586,0,0,0,0
"43",5,"25005632100",632100,85152,1,0,0,0.14808233377758
"44",5,"25005632200",632200,68705,5,0,0,0.677690431011114
"45",5,"25005633100",633100,78047,1,0,0,0.189250567751703
"46",5,"25005633200",633200,88956,1,0,0,0.154846701765252
"47",5,"25005640100",640100,41057,3,0,0,0.66949341664807
"48",5,"25005640200",640200,23275,0,0,0,0
"49",5,"25005640300",640300,33715,0,0,0,0
"50",5,"25005640400",640400,31941,1,0,0,0.353481795687522
"51",5,"25005640500",640500,31375,1,0,0,0.217912399215515
"52",5,"25005640600",640600,32676,0,0,0,0
"53",5,"25005640700",640700,52525,0,0,0,0
"54",5,"25005640800",640800,37940,3,0,0,0.77780658542909
"55",5,"25005640901",640901,25247,0,0,0,0
"56",5,"25005641000",641000,18337,0,0,0,0
"57",5,"25005641101",641101,14540,2,0,0,0.932400932400932
"58",5,"25005641200",641200,28362,3,0,0,0.893655049151028
"59",5,"25005641300",641300,22547,0,0,0,0
"60",5,"25005641400",641400,25347,1,0,0,0.413223140495868
"61",5,"25005641500",641500,30368,0,0,0,0
"62",5,"25005641600",641600,51220,0,0,0,0
"63",5,"25005641700",641700,49375,0,0,0,0
"64",5,"25005641800",641800,45560,0,0,0,0
"65",5,"25005641900",641900,30069,1,0,0,0.483558994197292
"66",5,"25005642000",642000,29375,1,0,0,0.337040781934614
"67",5,"25005642100",642100,38906,0,0,0,0
"68",5,"25005642200",642200,41171,0,0,0,0
"69",5,"25005642300",642300,75083,0,0,0,0
"70",5,"25005642400",642400,41958,1,0,0,0.315258511979823
"71",5,"25005642500",642500,64130,3,0,0,0.661521499448732
"72",5,"25005644101",644101,80536,1,0,0,0.165562913907285
"73",5,"25005644102",644102,86442,1,0,0,0.198846689202625
"74",5,"25005644200",644200,57790,3,0,0,0.417072153482552
"75",5,"25005645101",645101,71553,1,0,0,0.22237046920169
"76",5,"25005645102",645102,74826,0,0,0,0
"77",5,"25005645103",645103,84113,4,1,0.169319336268202,0.677277345072807
"78",5,"25005646101",646101,74904,1,0,0,0.13319126265317
"79",5,"25005646103",646103,90417,0,0,0,0
"80",5,"25005646104",646104,93750,0,0,0,0
"81",5,"25005650101",650101,65944,1,0,0,0.167084377610693
